q1_rad,q3_rad,segment,q2_min_rad,q2_max_rad,sample_count
-0.65093415,-0.8573009183,0,0.0962634,0.86420827,23
-0.65093415,-0.813667687,0,0.0962634,0.86420827,23
-0.65093415,-0.7700344557,0,0.0962634,0.86420827,23
-0.65093415,-0.7264012244,0,0.0962634,0.86420827,23
-0.65093415,-0.6827679931,0,0.061356815,0.86420827,24
-0.65093415,-0.6391347618,0,0.061356815,0.86420827,24
-0.65093415,-0.5955015305,0,0.061356815,0.86420827,24
-0.65093415,-0.5518682992,0,0.061356815,0.86420827,24
-0.65093415,-0.5082350679,0,0.061356815,0.86420827,24
-0.65093415,-0.4646018366,0,0.061356815,0.86420827,24
-0.65093415,-0.4209686053,0,0.061356815,0.86420827,24
-0.65093415,-0.377335374,0,0.061356815,0.86420827,24
-0.65093415,-0.3337021427,0,0.061356815,0.86420827,24
-0.65093415,-0.2900689114,0,0.061356815,0.86420827,24
-0.65093415,-0.2464356801,0,0.02645023,0.86420827,25
-0.65093415,-0.2028024488,0,0.02645023,0.86420827,25
-0.65093415,-0.1591692175,0,0.02645023,0.86420827,25
-0.65093415,-0.1155359862,0,0.02645023,0.86420827,25
-0.65093415,-0.0719027549,0,0.02645023,0.86420827,25
-0.65093415,-0.0282695236,0,0.02645023,0.86420827,25
-0.65093415,0,0,0.02645023,0.86420827,25
-0.616027565,-1.25,0,0.061356815,0.86420827,24
-0.616027565,-1.206366769,0,0.061356815,0.86420827,24
-0.616027565,-1.162733537,0,0.061356815,0.86420827,24
-0.616027565,-1.119100306,0,0.061356815,0.86420827,24
-0.616027565,-1.075467075,0,0.061356815,0.86420827,24
-0.616027565,-1.031833843,0,0.061356815,0.86420827,24
-0.616027565,-0.9882006122,0,0.061356815,0.86420827,24
-0.616027565,-0.9445673809,0,0.061356815,0.86420827,24
-0.616027565,-0.9009341496,0,0.061356815,0.86420827,24
-0.616027565,-0.8573009183,0,0.02645023,0.86420827,25
-0.616027565,-0.813667687,0,0.02645023,0.86420827,25
-0.616027565,-0.7700344557,0,0.02645023,0.86420827,25
-0.616027565,-0.7264012244,0,0.02645023,0.86420827,25
-0.616027565,-0.6827679931,0,0.02645023,0.86420827,25
-0.616027565,-0.6391347618,0,0.02645023,0.86420827,25
-0.616027565,-0.5955015305,0,0.02645023,0.86420827,25
-0.616027565,-0.5518682992,0,0.02645023,0.86420827,25
-0.616027565,-0.5082350679,0,0.02645023,0.86420827,25
-0.616027565,-0.4646018366,0,0.02645023,0.86420827,25
-0.616027565,-0.4209686053,0,0.02645023,0.86420827,25
-0.616027565,-0.377335374,0,-0.008456355,0.86420827,26
-0.616027565,-0.3337021427,0,-0.008456355,0.86420827,26
-0.616027565,-0.2900689114,0,-0.008456355,0.86420827,26
-0.616027565,-0.2464356801,0,-0.008456355,0.86420827,26
-0.616027565,-0.2028024488,0,-0.008456355,0.86420827,26
-0.616027565,-0.1591692175,0,-0.008456355,0.86420827,26
